SDSS,FWHM-Hb,EW-Hb,EW-Fe2,RA,DEC,z_paul,good,CIV_blue,CIV_EW,FIRST_FLUX,Delta_G_I,EBV_dr16,LOGL1350_dr16,LOGL2500_dr16,Separation
b' J013652.52+122501.5',4830,94,2,24.218833333333333,12.417083333333332,2.399537,false,1067.2502626812307,66.89225326591833,1.74,0.402,0.0545645580950894,46.37788896048584,46.41158084997356,0.06539892383671457
b' J104716.50+360654.0',2988,62,2,161.81875,36.115,2.29261,true,640.3599045557075,62.903588989352464,3.88,-0.011,0.0123174708042644,46.53470703427025,46.46997394591664,0.06557346851618204
b' J091054.17+375914.9',3685,65,2,137.72570833333333,37.98747222222222,2.16681,true,959.3975645313108,23.194258479587642,250.919998,0.033,0.0178161626838508,46.9524062717853,46.692936219611646,0.11489966894200351
b' J075115.43+505439.1',3233,14,2,117.81429166666666,50.91086111111111,2.300092,false,4478.202333337492,9.10133517013628,1.29,0.299,0.0555557053052396,47.00151638196656,46.92219580499781,0.09497510989902862
b' J225627.12+092313.3',4541,58,2,344.113,9.387027777777778,2.29566,true,1455.0526882697613,29.989400609311446,-1.0,0.275,0.0626011777034883,46.54862622337581,46.49124316691993,0.10197236396846904
b' J091301.01+422344.7',4371,71,25,138.25420833333334,42.39575,2.314412,true,1111.3753689246234,55.76545656730149,-1.0,0.188,0.0156628071293094,46.51743401654641,46.77111163175797,0.08167186963335767
b' J014018.20-013805.8',6150,49,2,25.075833333333332,-1.6349444444444443,2.238253,true,1154.8370181271005,30.050791747417996,1.53,0.426,0.0263756410393587,46.70028677624147,46.63681446829224,0.1275032126108774
b' J022007.64-010731.1',3793,70,2,35.03183333333333,-1.1253055555555556,3.43249,true,2118.3069788256043,37.21341149110145,-1.0,0.769,0.0265498423027625,46.70459771610001,0.0,0.11453266443533495
b' J035150.97-061326.4',3027,65,2,57.962375,-6.224,2.22398,true,1184.3886721874553,17.40406198505943,-1.0,0.115,0.0824181352040539,46.87999790244304,46.73174583917037,0.14535236219890835
b' J125159.90+500203.6',3258,57,33,192.99958333333333,50.03433333333333,2.38386,true,1596.2747916548528,26.549260332293496,-1.0,0.173,0.008566332646662,46.7278634179426,46.693416204517234,0.08523364215175627
b' J085046.17+522057.4',6425,66,44,132.692375,52.34927777777778,2.234972,false,9567.518887949524,0.0,-1.0,0.632,0.0198040026339915,46.47963025846241,46.977036887145644,0.09284023294918704
b' J092456.66+305354.7',3628,64,2,141.23608333333334,30.898527777777776,3.45388,true,867.6556730896529,31.067480202349905,-1.0,0.357,0.0217256335492973,47.1218933900208,0.0,0.1286866618128409
b' J141028.14+135950.2',8256,64,2,212.61725,13.997277777777777,2.21372,true,1280.5705852017313,35.99917085889952,-1.0,0.133,0.0187896351011632,46.80077671435473,46.742793979744135,0.01786828342563473
b' J144624.29+173128.8',2982,44,7,221.60120833333335,17.524666666666665,2.20006,true,59.62826915346324,30.585027726781846,-1.0,0.235,0.0209194294483492,46.74772734028642,46.722313255385416,0.014986089943047546
b' J082643.45+143427.6',4044,63,2,126.68104166666667,14.574333333333334,2.31131,true,11.77920214824603,41.81872930200049,51.560001,0.109,0.0385582564287268,46.59771923391332,46.60742461148472,0.11673458143252849
b' J103405.73+463545.4',6489,63,2,158.523875,46.59594444444445,2.20974,true,1571.4732296124873,31.699522969268983,-1.0,0.201,0.0146883905762938,46.887686679888944,46.79616231486603,0.011836968029574058
b' J095852.19+120245.0',4417,44,11,149.71745833333333,12.045833333333333,3.30968,true,1455.2468910483478,20.0813479261939,-1.0,-0.161,0.0293439647541424,47.27475257569802,0.0,0.10248946147400233
b' J142500.24+494729.2',4440,52,44,216.251,49.791444444444444,2.253368,true,2953.1267373232777,15.491346080244732,-1.0,0.289,0.0146832594976069,46.93192540855773,46.800077554791564,0.07918975912258285
b' J155355.10+375844.1',3307,77,26,238.47958333333332,37.97891666666667,2.36655,true,2285.1848203530985,26.30404566114283,-1.0,0.294,0.012876212546468,46.33410056299395,46.25931392726693,0.07496414387907528
b' J101542.04+430455.6',3763,59,2,153.92516666666666,43.08211111111112,2.42437,true,4226.137173898954,16.532786960679466,-1.0,0.232,0.0144726759953558,46.87123877449454,46.80747860725965,0.1082724230039936
b' J075547.83+220450.1',3052,46,2,118.94929166666667,22.080583333333333,2.33055,true,1847.4981796214015,28.20058343575488,-1.0,0.089,0.0555900374872285,46.83579398012525,46.61980644492256,0.15274937630082427
b' J085337.36+121800.3',4502,79,2,133.40566666666666,12.300083333333333,2.19489,false,356.7301072588154,11.822581995076881,-1.0,0.346,0.0273280594495984,46.706009959544026,46.83296472218978,0.1309975409546177
b' J073519.68+240104.6',5609,78,2,113.832,24.017944444444442,3.29219,false,1601.845880292419,34.55999726932476,-1.0,0.974,0.0402750757194223,46.05744984597818,0.0,0.10145556551939158
b' J114927.90+432727.9',5591,52,2,177.36625,43.457750000000004,3.33234,true,1764.5372817319555,24.495643533782932,-1.0,0.296,0.0166097747862601,46.99207643628001,0.0,0.03617638044080621
b' J153248.95+173900.8',7286,55,2,233.20395833333333,17.650222222222222,2.352213,true,329.6019334459534,35.96860621079273,-1.0,0.376,0.0406715318454922,46.65688366615653,46.691099899338404,0.14879372965696203
b' J082644.66+163549.0',2687,73,11,126.68608333333333,16.596944444444443,2.18972,true,400.80151531970387,75.20898836780896,-1.0,0.213,0.0364178112452965,46.76320176904922,46.78819864130888,0.10182875715708038
b' J114323.71+193448.0',5274,76,2,175.84879166666667,19.58,3.35074,true,1319.5509164057246,42.57167955727734,-1.0,0.204,0.0179172665268657,47.05210817125912,0.0,0.13656868869420877
b' J013417.81-005036.2',5506,103,43,23.574208333333335,-0.843388888888889,2.26578,false,3508.0499932365583,7.146563087023532,-1.0,1.066,0.0278190899465036,46.23359432437176,46.47275352572254,0.08045039727432801
b' J142013.03+253403.9',2820,36,2,215.05429166666667,25.56775,2.2386,true,4046.6042434787937,18.628681560528022,1.25,0.604,0.015591282895176,46.56131810893167,46.644306791543464,0.10664345233322049
b' J075136.36+432732.4',3692,65,2,117.9015,43.459,2.24376,true,1716.3711794644566,31.623306355320228,-1.0,0.103,0.0468024601403279,46.69693076288042,46.64424733167475,0.06503259562312184
b' J083745.74+052109.4',4098,71,29,129.44058333333334,5.352611111111111,2.359213,true,1289.5136626354965,41.997473794870956,-1.0,0.252,0.0218079415467686,46.46809485451836,46.6043125120988,0.061499380420561855
b' J104330.09+441051.5',5751,52,2,160.875375,44.180972222222216,2.21914,true,2068.260324213261,26.06938819819313,-1.0,0.044,0.0105733453125412,46.67992284742318,46.49007770292484,0.0870256147620027
b' J084029.97+465113.7',4092,53,2,130.124875,46.85380555555556,1.57791,false,1339.129470806906,90.08462107565907,-1.0,-0.07,0.0236405751068686,0.0,46.14156199485406,0.09466175677194541
b' J160513.17+325829.9',3475,54,46,241.304875,32.97497222222223,2.27779,true,3420.490239082452,20.189531741020602,-1.0,0.147,0.0249433536414757,46.749739662370125,46.70019594530599,0.04200934910273258
b' J085344.17+354104.5',4094,59,2,133.43404166666667,35.68458333333333,2.18031,false,-192.1574686945969,8.379611946205138,-1.0,0.768,0.0352011757766222,46.54586442145117,46.64040218910277,0.036282177757128296
b' J231450.12+182402.8',3176,49,2,348.70883333333336,18.400777777777776,2.29062,true,1189.486948382988,34.73837613285473,-1.0,-0.012,0.1196303334965358,46.84499966811722,46.72151736801947,0.1413784970014996
b' J121810.98+241410.9',4146,50,18,184.54575,24.236361111111112,2.38226,true,2047.12591978023,30.143355691709406,-1.0,-0.094,0.0252710991510711,47.00087617641553,46.81742919116034,0.10028182324891226
b' J002634.46+274015.5',4420,67,2,6.643583333333333,27.670972222222222,2.24728,true,434.4749954418336,105.97875777899444,-1.0,0.367,0.036703480608677,46.24247373454251,46.13783225757178,0.10007345414832004
b' J114738.35+301717.5',3382,56,2,176.90979166666668,30.288194444444446,3.37918,false,1154.3234749507644,10.461695355194232,-1.0,0.52,0.0188242035510067,46.64040864838941,0.0,0.08155618710790459
b' J104743.57+661830.5',7109,87,2,161.93154166666667,66.30847222222222,2.17625,true,1318.5738941334014,27.96573044600195,-1.0,0.12,0.0112093995906646,46.75722341052159,46.56415395156839,0.07812775703164007
b' J084846.11+611234.6',4309,47,2,132.192125,61.209611111111116,2.26166,true,715.8160504840409,33.276404564646626,1.42,0.127,0.0475465167833904,47.04382664342545,47.022533644025394,0.08424363731076669
b' J081558.35+154055.2',5070,70,2,123.993125,15.681999999999999,2.23543,true,1070.5084595023973,29.510606353408836,-1.0,0.063,0.0300494266260317,46.84787623434107,46.71618101304161,0.13474470418795959
b' J001453.20+091217.6',5185,36,2,3.7216666666666667,9.204888888888888,2.34375,true,1037.8447718078562,41.168821077501825,-1.0,0.267,0.183615299734543,46.67717408261954,46.62470446017007,0.13565065969072854
b' J091118.02+202254.7',5476,72,2,137.82508333333334,20.38186111111111,3.23084,true,931.4643541012914,46.277432298656905,29.110001,0.734,0.031299574707726,46.2548518173388,0.0,0.009409868303607448
b' J104941.58+522348.9',5663,97,21,162.42325,52.39691666666667,2.36646,true,815.9127345460032,45.38145861532563,-1.0,0.46,0.0108793974302154,46.54631569894681,46.453854561381185,0.06813470935803134
b' J081019.47+095040.9',3382,48,35,122.581125,9.844694444444444,2.22963,true,2415.7104400189387,23.771309965301135,1.51,0.167,0.0200677224658132,46.65033011976709,46.57021571431897,0.09975336209272413
b' J092523.24+214119.8',2819,78,7,141.34683333333334,21.688833333333335,2.36195,true,757.675357473717,42.11122514661824,-1.0,0.107,0.0290374177425015,46.61228418728197,46.55316626707997,0.01075121068922487
b' J111850.02+351311.7',3664,62,2,169.70841666666666,35.21991666666667,2.17796,true,3117.437446664037,23.676608076181346,-1.0,0.122,0.0160955382228882,46.6421058055769,46.64220149697877,0.007480753451454159
b' J110516.68+200013.7',4856,62,2,166.3195,20.003805555555555,2.36393,true,891.774906392525,38.62266532131896,-1.0,0.127,0.0202312264657896,46.69518530429261,46.60169419657269,0.13355163695044175
b' J095707.82+184739.9',3069,42,30,149.28258333333332,18.794416666666667,2.3693,true,5889.128448923445,14.752636151066596,1.01,0.227,0.0238461538684933,46.79617653923338,46.74988955728572,0.09977582313934195
b' J001813.30+361058.6',4785,44,2,4.555416666666667,36.182944444444445,,,,,,,,,,
b' J085856.00+015219.4',4949,72,2,134.73333333333332,1.8720555555555556,2.17214,true,3310.606153805141,18.25132613810251,-1.0,0.124,0.0370616995429868,46.75550239001392,46.54492283820915,0.08934094819014081
b' J104336.73+494707.6',6089,121,2,160.90304166666667,49.785444444444444,2.19749,true,1681.1087021147835,27.099495277292377,-1.0,0.082,0.0120120111217146,46.89275779703393,46.74539727473857,0.07981025673887668
b' J110735.58+642008.6',2937,71,46,166.89825,64.33572222222222,2.32382,true,1983.1642890146888,24.516423778610193,-1.0,0.163,0.009690544671992,47.05053311144772,46.91555296952511,0.09904397359705373
b' J122046.05+455442.1',4208,33,2,185.191875,45.91169444444444,2.23796,true,3939.7373906285725,18.722929314864814,-1.0,0.533,0.0103485866423311,46.76986973146717,46.86481700786446,0.0939445983269168
b' J223934.45-004707.2',7031,76,2,339.8935416666667,-0.7853333333333333,2.219503,true,948.5244999900824,43.72311766467701,-1.0,0.082,0.0431126219643407,46.44386394201484,46.43893248537529,0.09663721463630001
b' J013113.25+085245.5',3905,61,2,22.805208333333333,8.879305555555556,,,,,,,,,,
b' J102537.69+211509.1',6420,55,10,156.40704166666666,21.25252777777778,2.24816,true,999.8697529939315,46.28574201598997,4.07,0.171,0.0165064490267868,46.76282997999719,46.71837970489198,0.0983978534328365
b' J113924.64+332436.9',4181,28,53,174.85266666666666,33.41025,2.313396,false,3176.2490632509366,31.223212244185788,-1.0,0.522,0.0194957727142382,46.13118583563382,46.46660503578397,0.06981118768343028
b' J014128.26+070606.1',3344,72,2,25.36775,7.101694444444444,,,,,,,,,,
b' J220344.98+235729.3',6974,76,14,330.93741666666665,23.95813888888889,2.160638,false,-114.87332894310586,35.03147635310919,-1.0,0.775,0.0657021395984481,46.186260861671386,46.3819895375256,0.09771726283634169
b' J014932.06+152754.0',2896,69,2,27.383583333333334,15.465,,,,,,,,,,
b' J021259.21+132618.8',5506,91,2,33.24670833333333,13.438555555555556,,,,,,,,,,
b' J093251.98+023727.0',5521,48,31,143.21658333333335,2.6241666666666665,2.164804,true,1555.9790008700963,39.27691493043952,-1.0,0.235,0.0386928124418814,46.36268418266525,46.51854421090189,0.03992552240780136
b' J145541.11-023751.0',4632,73,2,223.92129166666666,-2.6308333333333334,1.61342,true,531.243263827272,69.50412306391271,-1.0,0.038,0.0816926738515183,0.0,46.263450207838275,0.06633533244394753
b' J072517.52+434553.4',2345,49,2,111.323,43.764833333333335,,,,,,,,,,
b' J144706.81+212839.2',6113,56,14,221.778375,21.477555555555554,3.22468,true,501.9420258220657,29.929694830914947,1.09,0.149,0.0230415435798467,46.85712541380311,0.0,0.09096208508859169
b' J160552.97+292141.4',4192,64,2,241.47070833333333,29.361500000000003,2.325757,true,659.7300400504548,55.42784939438738,-1.0,0.438,0.033624549681139,46.58081438379108,46.70696354608021,0.07676668152877175
b' J090646.98+174046.8',3691,56,2,136.69575,17.67966666666667,1.57924,false,2159.9439049516773,33.151286015066155,-1.0,-0.067,0.0291540610639765,0.0,46.65221170319066,0.011805840589277274
b' J233344.66+290251.5',4068,55,45,353.43608333333333,29.04763888888889,3.20343,true,1605.0234778408042,24.404961663455623,-1.0,0.375,0.1496753933427031,46.67664105730672,0.0,0.07598804229477771
b' J134341.99+255652.9',9204,43,2,205.92495833333334,25.948027777777778,1.60408,true,700.0555661290734,22.206088578736598,-1.0,0.406,0.0109855827782199,0.0,46.733155254094534,4.6847555601117595E-4
b' J083255.63+182300.7',3851,21,2,128.23179166666668,18.38352777777778,2.277,true,2471.483223031785,20.7290403497978,-1.0,0.162,0.0285182932013288,46.87795946236952,46.81895551879911,0.05285471535435103
b' J080036.01+501044.3',4637,53,2,120.15004166666667,50.17897222222222,1.62371,false,1332.6213813651545,55.1409771848183,113.940002,-0.072,0.0348726615060329,0.0,46.55216058897575,0.05635426567071953
b' J013136.44+130331.0',2588,69,45,22.901833333333332,13.058611111111112,1.59728,false,1090.1119225173052,11.187298032041031,-1.0,0.183,0.0574711101890236,0.0,46.46685103980137,0.10824415983604097
