SDSS,FWHM-Hb,EW-Hb,EW-Fe2,RA,DEC,z_paul,good,CIV_blue,CIV_EW,FIRST_FLUX,Delta_G_I,EBV_dr16,LOGL1350_dr16,LOGL2500_dr16,Separation
b' J094648.59+171827.7',4465,69,2,146.70245833333334,17.307694444444444,2.29611,true,808.147980557492,43.52895375403507,-1.0,0.018,0.0206069091802246,46.59216200006499,46.59041591980983,0.14547515188593504
b' J125150.45+114340.7',4635,109,11,192.96020833333333,11.727972222222222,2.19635,true,965.9956123288251,43.629096884739695,-1.0,-0.008,0.0289858141254956,46.79681087741356,46.59227425365432,0.021090547474067255
b' J113621.04+005021.2',5139,72,2,174.08766666666668,0.8392222222222223,3.42605,true,505.37323321758356,41.70412096286535,-1.0,0.166,0.0199120459724339,47.09413386075829,0.0,0.1794176564787022
b' J122709.48+310749.3',3850,31,19,186.7895,31.13036111111111,2.19682,true,5297.401098551715,10.672229109970818,-1.0,0.377,0.0152284398077255,46.63358099884272,46.52533930872277,0.07046591363068457
b' J114907.15+004104.3',6701,61,38,177.27979166666665,0.6845277777777778,2.30681,true,1032.678105795063,31.03051100566131,-1.0,0.188,0.0224922627129554,46.52732407092299,46.51200923224235,0.09976198929635172
b' J151507.82+612411.9',3663,74,2,228.78258333333332,61.403305555555555,2.18223,true,738.4341670519727,36.633546858216505,-1.0,0.053,0.0119196770645785,46.68747184993109,46.414032473083076,0.07496751493322902
b' J160425.30+193929.1',4439,46,2,241.10541666666666,19.65808333333333,3.3221,true,2343.9017509244404,20.37433475070302,-1.0,0.381,0.0366851074566637,46.71845506806485,0.0,0.13757980161423397
b' J111119.10+133603.8',5766,52,2,167.82958333333335,13.601055555555556,3.48839,true,1635.5269763472008,18.423384955916763,-1.0,0.026,0.0168110850485357,47.30377254018742,0.0,0.11884488515463824
b' J114711.78+084029.6',3396,43,2,176.79908333333333,8.674888888888889,2.33005,true,4327.072054997581,16.809663691611874,-1.0,1.103,0.0185811319651184,46.15004169827438,46.44649438864446,0.1419122934737464
b' J003416.61+002241.1',4591,84,29,8.569208333333334,0.3780833333333333,1.6309,true,1132.7978530168166,49.54934414460787,-1.0,-0.014,0.0183807324302267,0.0,46.34809841450453,0.01777634788019783
b' J010500.72+194230.4',3547,74,2,16.253,19.708444444444442,2.32225,true,1736.2293483520948,33.183140434849975,-1.0,0.537,0.0305065376288167,46.540604196978926,46.624993799703404,0.07132835271451438
