Final_Name,Name_sul07,z,z_src,r_z_sul07,CIV_blue_tvm,CIV_EW_tvm,CIVgood_tvm,CIV_blue_sul07,CIV_EW_sul07,F1450_spec (erg/s/cm2/A),S2N_1450A,Inst_final,log M_BH,+err(log M_BH),-err(log M_BH),MBH_source,logEddRatio,EddRatio_Source,SDSS_NAME,PLATE,MJD,FIBERID,IAU_sul07,Hbeta_FWHM_sul07,RFeII_sul07,_RA,_DE
PG1011-040,,0.058314,NED,,266.508764230596,13.1636477340463,1,,,1.43875526278911E-14,46.1957756003282,HSLA,,,,,,,,,,,,,,153.586,-4.31124
LBQS1138+0204,LBQS 1138+0204,0.3821,Sul,SDSS,1024.71796989958,9.09749905988748,1,536.0,33.33333333333333,1.80145090336229E-15,12.7054784111887,FOS,,,,,,,114121.75+014803.5,514.0,51994.0,285.0,J11413+0148,4225,0.92,175.3406225,1.80095333333333
NGC5548,NGC 5548,0.0168,Sul,M03,473.481426026803,367.243602604853,1,-309.0,197.33333333333331,7.657833504206261E-15,6.72628939332294,FOS,7.6917847190622,0.015835865187952,0.016101305522175,Bentz & Katz 2015,-2.94518783340976,Spectra 1450A,,,,,J14179+2508,6143,0.33,214.497970833333,25.1367916666667
PG1126-041,,0.06,https://arxiv.org/pdf/1710.10703.pdf,,404.496992539456,41.6096040412885,1,,,1.37368994354013E-14,29.7519221414498,HSLA,8.1,0.0,0.0,Giustini & Proga 2019,-0.602059991327962,Giustini & Proga 2019,,,,,,,,172.32,-4.40208
J21435+1743,[HB89] 2141+175,0.2106,Sul,M03,-78.7812685546023,19.4385206340333,1,-309.0,17.4496644295302,4.35376715842931E-15,5.97389264710132,FOS,,,,,,,,,,,J21435+1743,5298,0.33,325.898125,17.7302211111111
Q0043+4234,,0.191,NED,,59.3812117613829,136.622522278766,0,,,8.85816161251634E-16,3.48708074087679,HSLA,,,,,,,,,,,,,,10.9791,42.5751
Q1659+6202,,0.232715,DR16,,266.508764230596,27.4665111530666,0,,,1.57429475489542E-15,5.54422220292399,HSLA,,,,,,,165958.93+620218.2,351.0,51780.0,476.0,,,,254.996,62.0384
PG0003+158,PG 0003+158,0.4504,Sul,M03,-9.68066706248958,54.2608974818628,1,-35.0,88.93280632411067,7.250530665130901E-15,16.9967226513061,FOS,,,,,,,,,,,J00059+1609,5519,0.14,1.49680666666667,16.1636072222222
QSO-B0923+201,,0.1922,DR16,,-217.001832872948,16.9349810900239,1,,,1.3089446904619E-14,14.1636326464741,HSLA,,,,,,,092554.71+195405.1,9561.0,57809.0,212.0,,,,141.478,19.9014
3C110,3C 110,0.7744,Sul,SPM,-493.636574850928,59.9695243512988,1,-983.0,80.1980198019802,3.1789863125701304E-15,23.919197052379,FOS,,,,,,,,,,,J04172-0553,9256,0.55,64.3199166666667,-5.896
QSO-B1411+4414,,0.089,http://quasar.square7.ch/fqm/1411+442.html,,-217.001832872948,53.9642388831364,1,,,1.55765511760289E-14,43.5501208374764,HSLA,8.5394022177103,0.12517883713982,0.16888912577201,Bentz & Katz 2015,-1.02734989122182,Spectra 1450A,,,,,,,,213.451,44.0039
QSO-B1435-0645,,0.126,https://arxiv.org/pdf/1507.06317.pdf,,-424.458528022291,23.4566926880831,1,,,1.23009852631558E-14,27.5440002934918,HSLA,,,,,,,,,,,,,,219.567,-6.97242
QSO0045+3926,,0.135,"Borisov, Voikhanskaya & Fabrika 1991",,59.3812117613829,58.5365451269089,1,,,8.12781615410735E-15,52.5159962010099,HSLA,,,,,,,,,,,,,,12.0791,39.6866
RBS144,,0.062817,NED,,266.508764230596,25.7942364011719,1,,,1.74304982138361E-14,36.6669910648042,HSLA,,,,,,,,,,,,,,15.113,-51.2318
RBS1666,,0.079632,NED,,-147.881870046715,56.3974970027994,1,,,7.31370062148286E-15,37.1559173275064,HSLA,,,,,,,,,,,,,,301.471,-41.5784
RBS2005,,0.12,https://arxiv.org/pdf/1710.10703.pdf,,197.485608074964,113.536034823913,1,,,5.69709112867797E-15,11.2774158654853,HSLA,,,,,,,,,,,,,,351.476,21.8872
UM355,UM 355,0.26,Sul,SPM?,-1047.68051217183,322.794942291795,1,-1930.0,253.8461538461538,5.58846064476876E-16,3.75336347884694,FOS,,,,,,,,,,,J01399+0131,11245,0.09,24.9888416666667,1.52949166666667
RBS2055,,0.04,"Wei,J+1999; A&AS",,611.392208999139,121.744762049268,1,,,5.918588486112411E-15,39.5760575490943,HSLA,,,,,,,,,,,,,,357.97,26.3257
RBS563,,0.069001,NED,,266.508764230596,174.772814248891,1,,,3.2828158783990604E-15,9.34755831147857,HSLA,,,,,,,,,,,,,,69.6215,-61.7997
RXJ1230.8+0115,,0.117,"Muzahid+2018,MNRAS",,1231.16787567441,7.05210972016347,1,,,3.3074392880829404E-14,74.3355383659774,HSLA,,,,,,,,,,,,,,187.708,1.25597
RXS-J00057-5007,,0.0333,https://arxiv.org/pdf/1710.10703.pdf,,-147.881870046715,38.3897386873608,1,,,9.42691186246814E-15,40.3189567159023,HSLA,,,,,,,,,,,,,,1.42938,-50.1151
RXSJ00437+3725,,0.08,https://arxiv.org/pdf/1710.10703.pdf,,-562.833983013642,27.1731100679507,1,,,6.741190762661971E-15,25.4051156450155,HSLA,,,,,,,,,,,,,,10.9269,37.4219
RXSJ00508+3536,,0.058,https://arxiv.org/pdf/1710.10703.pdf,,-78.7812685546023,58.3956673269732,1,,,9.747443541176451E-15,33.8644605166756,HSLA,,,,,,,,,,,,,,12.7114,35.6119
RXSJ00537+2232,,0.149,DR16,,-2576.56762268633,350.257092051807,0,,,3.2723108318319302E-15,9.79147440136823,HSLA,,,,,,,005346.15+223222.3,7620.0,56904.0,603.0,,,,13.4423,22.5395
J11072+1628,[HB89] 1104+167,0.632,Sul,C93,-9.68066706248958,55.3693524326687,1,-399.0,78.92376681614348,5.5014571279197E-15,14.2468574030209,FOS,,,,,,,110715.04+162802.2,2491.0,53855.0,252.0,J11072+1628,7150,0.02,166.8126975,16.4672902777778
RXSJ0155.6+3115,,0.133373767137527,DR16,,-5939.30221751812,36.7738867141885,0,,,1.33730346715586E-15,10.7702413352406,HSLA,,,,,,,015536.03+311518.0,7737.0,57722.0,520.0,,,,28.9001,31.255
J10104+4132,FBQS J101027.5+413238,0.6126,Sul,M03,59.3812117613829,73.8447192493883,1,-59.0,96.17486338797814,4.85303330565207E-15,15.9264570535128,FOS,,,,,,,101027.52+413239.0,8302.0,57389.0,717.0,J10104+4132,2964,0.22,152.614698333333,41.5441813888889
J12047+2754,GQ Com,0.1654,Sul,M03,887.000800268488,251.244070563662,1,876.0,284.37499999999994,1.84887047441449E-15,6.50363650220252,FOS,,,,,,,120442.10+275411.8,6475.0,56337.0,302.0,J12047+2754,5194,0.1,181.175458333333,27.90325
SDSSJ001224.01-102226.5,,0.228,DR16,,1093.54751271396,44.078983112887,0,,,1.0319101534468701E-15,1.09267546085843,HSLA,,,,,,,001224.01-102226.5,7169.0,56628.0,344.0,,,,3.1001,-10.374
PG1001+291,PG 1001+291,0.3298,Sul,M03,1231.16787567441,20.9588326922613,1,1319.0,38.16425120772947,1.0605199595631E-14,12.5698712882781,FOS,7.570177620901,0.37466607593039,0.13084389605724,Bentz & Katz 2015,0.0347245056107894,Spectra 1450A,100402.60+285535.3,10449.0,58137.0,658.0,J10040+2855,1853,0.92,151.010903055556,28.9265002777778
Mrk813,MRK 0813,0.1105,Sul,SPM,-78.7812685546023,105.33391341664,1,217.0,99.43502824858757,,,FOS,,,,,,,,,,,J14274+1949,9612,0.3,216.854166666667,19.8308333333333
SDSSJ015530.02-085704.0,,0.165,DR16,,-286.141157033345,119.347019216468,0,,,1.5525266805736902E-15,1.99629971948395,HSLA,,,,,,,015530.02-085704.0,7184.0,56629.0,734.0,,,,28.8752,-8.9511
SDSSJ031027.82-004950.7,,0.080447,DR16,,1368.73015463254,22.6485042719774,0,,,4.3453563487430905E-15,10.7857011160383,HSLA,,,,,,,031027.82-004950.7,412.0,52258.0,129.0,,,,47.6158,-0.8308
J00535+1241,UGC 00545,0.0605,Sul,M03,1574.94772439789,2.79823152427666,1,1669.0,26.769230769230766,1.29393055608305E-14,14.6010119324358,FOS,7.4,0.0,0.0,Giustini & Proga 2019 (IZw1),0.146128035678238,Giustini & Proga 2019,,,,,J00535+1241,1151,1.3,13.3955488888889,12.6933861111111
SDSSJ075620.08+304535.3,,0.235748,DR16,,335.512559052064,78.2160118080979,1,,,4.39063369478915E-16,1.74623090337629,HSLA,,,,,,,075620.07+304535.4,1061.0,52641.0,293.0,,,,119.084,30.7598
SDSSJ094733.21+100508.7,,0.13954,DR16,,9574.14100214267,0.0,0,,,4.8817814690674504E-15,11.2473774261548,HSLA,,,,,,,094733.21+100508.7,1305.0,52757.0,548.0,,,,146.888,10.0858
SDSSJ100744.54+500746.6,,0.212331280112267,DR16,,-9.68066706248958,104.03353579563,1,,,1.3724082524911702E-15,1.36562105461972,HSLA,,,,,,,100744.55+500746.6,8175.0,57039.0,283.0,,,,151.936,50.1296
SDSSJ115758.72-002220.8,,0.260354,DR16,,-1186.34638717507,40.6366102984976,0,,,,,HSLA,,,,,,,115758.72-002220.9,285.0,51930.0,280.0,,,,179.495,-0.372472
SDSSJ122534.79-024757.1,,0.195419,DR16,,197.485608074964,40.8403735936155,1,,,1.0100887908043001E-15,3.3389672648365,HSLA,,,,,,,122534.79-024757.1,334.0,51993.0,234.0,,,,186.395,-2.79919
SDSSJ123235.82+060310.0,,0.083473,NED,,59.3812117613829,39.6792421075774,1,,,3.1473136607045502E-15,33.7419854498528,HSLA,,,,,,,,,,,,,,188.149,6.05277
SDSSJ132144.97+033055.7,,0.268833,DR16,,-78.7812685546023,125.937475263028,1,,,,,HSLA,,,,,,,132144.97+033055.7,526.0,52312.0,537.0,,,,200.437,3.51547
SDSSJ135712.61+170444.1,,0.15,https://arxiv.org/pdf/1507.06317.pdf,,-493.636574850928,60.7004429826135,0,,,3.3818617383445704E-15,14.7184612624564,HSLA,,,,,,,,,,,,,,209.303,17.0789
SDSSJ145108.76+270926.9,,0.065,https://arxiv.org/pdf/1507.06317.pdf,,680.318558484126,23.1815665164572,1,,,4.1377803652658405E-15,19.5399469189479,HSLA,,,,,,,,,,,,,,222.786,27.1575
PG0044+030,PG 0044+030,0.6231,Sul,M03,680.318558484126,72.0334222890486,1,750.0,75.22935779816513,2.4411110539852702E-15,8.27656368794573,FOS,,,,,,,,,,,J00470+0319,5759,0.19,11.774625,3.33194444444444
SDSSJ152139.66+033729.2,,0.1265,DR16,,-355.280481193698,223.96394944137,1,,,1.4992211948224701E-15,4.83545535612473,HSLA,,,,,,,152139.66+033729.2,592.0,52025.0,376.0,,,,230.415,3.6248
SDSSJ161711.42+063833.4,,0.229454,DR16,,128.443090585211,344.12559222887,0,,,4.0424898095459003E-16,0.893915713395192,HSLA,,,,,,,161711.42+063833.4,1732.0,53501.0,251.0,,,,244.298,6.64264
HE0132-4313,HE 0132-4313,0.237,Sul,W00,2398.38526473398,0.900459527152151,1,2665.0,5.952380952380952,7.17347216297032E-15,25.3306636201593,FOS,,,,,,,,,,,J01342-4258,2600,2.2,23.5704641666667,-42.9739805555556
SDSSJ230845.59-091123.9,,0.193032,DR16,,-286.141157033345,95.3162181666187,0,,,2.0830666619318702E-15,4.67318133343642,HSLA,,,,,,,230845.60-091123.9,725.0,52258.0,632.0,,,,347.19,-9.18999
J15591+3501,UGC 10120,0.0313,Sul,SPM,197.485608074964,103.547729190369,1,-32.0,89.61038961038962,3.98466825853387E-15,11.1739018633463,STIS,,,,,,,,,,,J15591+3501,800,1.16,239.7903125,35.0298166666667
TONS210,,0.116,https://arxiv.org/pdf/1507.06317.pdf,,266.508764230596,29.7789806882221,1,,,2.6439090369302502E-14,37.9755132787355,HSLA,,,,,,,,,,,,,,20.4646,-28.3494
MRK-335,MRK 0335,0.025418,NED,M03,-78.7812685546023,100.145145165334,0,-19.0,63.613550815558355,1.89844530203064E-14,25.3000664786039,HSLA,7.2301112487166,0.04168350502536,0.044078557164947,Bentz & Katz 2015,-0.746910783167024,Spectra 1450A,,,,,J00063+2012,1950,0.28,1.58125,20.2028
UKS-0242-724,,0.102,NED,,404.496992539456,36.582604164187,1,,,7.773264337373671E-15,16.487282135748,HSLA,,,,,,,,,,,,,,40.79,-72.2801
VIIZW244,,0.132302,NED,,542.446498180031,26.4587250799111,1,,,6.455207751183991E-15,25.468076101779,HSLA,,,,,,,,,,,,,,131.189,76.886
ZW535.012,,0.047643,NED,,-701.286883341517,140.184763848306,1,,,8.557165836874561E-15,22.3435888097721,HSLA,,,,,,,,,,,,,,9.08718,45.6648
J22541+1136,[HB89] 2251+113,0.3256,Sul,M03,611.392208999139,67.1515889394757,1,399.0,139.56834532374097,4.2773973169752305E-15,8.53716680773996,FOS,,,,,,,,,,,J22541+1136,4752,0.24,343.543443055556,11.6107286111111
J13253-3824,2MASX J13251937-382452,0.0667,Sul,A91,2672.3675039368,6.67707752804137,1,2764.0,15.254237288135592,5.71992007591431E-15,12.5700369304287,STIS,,,,,,,,,,,J13253-3824,1246,0.48,201.330720833333,-38.4145666666667
3C215,3C 215,0.4113,Sul,SPM,-9.68066706248958,151.237447548708,1,-28.0,266.6666666666667,6.33539202907991E-16,13.0118545063836,FOS,,,,,,,,,,,J09065+1646,4680,0.03,136.63275,16.7699722222222
J16142+2604,[HB89] 1612+261,0.1308,Sul,M03,-701.286883341517,74.277510526871,1,-433.0,192.6470588235294,5.352031004263071E-15,4.13235091455331,FOS,,,,,,,161413.20+260416.2,1393.0,52824.0,35.0,J16142+2604,2542,0.1,243.554983055556,26.0711666666667
J04412-4313,[HB89] 0439-433,0.5938,Sul,M03,266.508764230596,63.5525517597428,1,7.0,78.3132530120482,2.3019101956074903E-15,9.40488692402819,FOS,,,,,,,,,,,J04412-4313,3608,0.16,70.3221666666667,-43.2292777777778
PG1545+210,PG 1545+210,0.2659,Sul,M03,-9.68066706248958,127.670831323951,1,78.0,175.75757575757572,5.1786299135548205E-15,5.60255798707312,FOS,,,,,,,154743.53+205216.6,2168.0,53886.0,484.0,J15477+2052,7670,0.11,236.931406666667,20.8712808333333
J15395+4735,[HB89] 1538+477,0.7723,Sul,M03,611.392208999139,33.2444691464653,1,402.0,64.87603305785123,5.007779918843671E-15,21.7148638615904,FOS,,,,,,,153934.80+473531.2,6729.0,56419.0,258.0,J15395+4735,5857,0.34,234.895083333333,47.592
PG1302-102,PG 1302-102,0.2783,Sul,M03,335.512559052064,7.35834964492587,1,-215.0,20.930232558139533,1.9265893917254102E-14,18.8908971613723,FOS,,,,,,,,,,,J13055-1033,3959,0.64,196.3875625,-10.5553963888889
J10525+6125,[HB89] 1049+616,0.4207,Sul,SDSS,-147.881870046715,34.0190920914398,1,-179.0,64.95726495726494,3.97557969010339E-15,9.03190368183584,FOS,,,,,,,105232.74+612520.9,7096.0,56683.0,930.0,J10525+6125,4225,0.03,163.136450833333,61.4225119444444
NGC3783,NGC 3783,0.0095,Sul,M03,59.3812117613829,73.3635315521779,0,200.0,91.05058365758754,6.9998988821079E-14,17.5865140289137,FOS,7.0792187026611,0.05387104295994,0.061761409556293,Bentz & Katz 2015,-1.87772873011813,Spectra 1450A,,,,,J11390-3744,3757,0.18,174.757170833333,-37.7385
J23519-0109,[HB89] 2349-014,0.174,Sul,M03,887.000800268488,277.160884028731,1,1166.0,294.7368421052631,3.1573488192806E-15,4.14664345119443,FOS,,,,,,,235156.12-010913.3,9208.0,57688.0,698.0,J23519-0109,5805,0.2,357.983833888889,-1.15367972222222
J01376-2430,[HB89] 0135-247,0.835,Sul,JB91,-355.280481193698,28.0060159877946,1,-194.0,44.82758620689655,1.3412900143368501E-15,9.63055953974029,STIS,,,,,,,,,,,J01376-2430,10563,0.3,24.4098530555556,-24.5149711111111
Mrk0478,MRK 0478,0.0771,Sul,M03,818.132534785861,32.7711899529365,1,351.0,32.94930875576036,3.4928821575284704E-14,17.9336993251184,FOS,,,,,,,,,,,J14421+3526,1794,0.93,220.531074166667,35.4397413888889
3C336,3C 336,0.927,Sul,B96,-217.001832872948,88.9260108622831,0,-638.0,109.5238095238095,3.91714599371839E-16,20.9140562383218,FOS,,,,,,,162439.08+234512.1,1574.0,53476.0,44.0,J16246+2345,7499,0.01,246.162853055556,23.7533841666667
J19278+7358,[HB89] 1928+738,0.3021,Sul,M03,59.3812117613829,75.1220100804117,1,-209.0,83.88625592417061,4.035716282798721E-15,17.336429238861,FOS,,,,,,,,,,,J19278+7358,3582,0.19,291.952063333333,73.9671027777778
J07086-4933,1H 0707-495,0.0408,Sul,ESO,1506.21498825414,7.73549487319785,1,2032.0,8.550185873605946,1.2249737870122901E-14,14.0528654479502,STIS,,,,,,,,,,,J07086-4933,1365,1.43,107.17305,-49.5518416666667
3C454,3C 454.3,0.8586,Sul,KPNO,266.508764230596,26.2910359270771,1,295.0,31.249999999999996,1.4515733487481101E-15,19.8852025721608,FOS,,,,,,,,,,,J22539+1608,7394,0.1,343.490616666667,16.1482113888889
Mrk509,MRK 0509,0.0344,Sul,M03,197.485608074964,113.437400033429,1,457.0,117.75,4.39994730913852E-14,18.0801256643414,STIS,8.049,0.035,0.035,Bentz & Katz 2015,-1.92725373851705,Spectra 1450A,,,,,J20441-1043,3614,0.04,311.040700555556,-10.7234569444444
1H-2129-624,,0.059,https://arxiv.org/pdf/1710.10703.pdf,,128.443090585211,87.6578195839109,1,,,2.8620267012121704E-14,63.1463592739666,HSLA,,,,,,,,,,,,,,324.096,-62.4003
1H1613-097,,0.06496,https://arxiv.org/pdf/2108.11958.pdf,,59.3812117613829,68.8748231806195,1,,,3.81260826126406E-15,25.3718124491728,HSLA,,,,,,,,,,,,,,243.829,-9.60369
2MASX-J10053271-2417161,,0.154,https://arxiv.org/pdf/1710.10703.pdf,,335.512559052064,53.2609429163774,0,,,1.28171352705898E-15,7.96660294702529,HSLA,,,,,,,,,,,,,,151.386,-24.2878
PG1115+407,PG 1115+407,0.1536,Sul,M03,473.481426026803,33.5184256056564,1,383.0,45.63758389261744,8.58358809481274E-15,9.68749962615479,FOS,,,,,,,111830.28+402554.0,1440.0,53084.0,204.0,J11185+4025,2295,0.49,169.626248888889,40.4317002777778
SBS1259+593,SBS 1259+593,0.4776,Sul,M03,3629.28208173067,6.67595450381095,1,4325.0,20.0,8.49711944948238E-15,23.4723044210334,FOS,,,,,,,130112.91+590206.6,957.0,52398.0,20.0,J13012+5902,3569,1.07,195.303818888889,59.0351897222222
SBS1150+497,SBS 1150+497,0.3336,Sul,M03,-493.636574850928,129.542056033415,0,-536.0,154.54545454545453,2.0419170410518E-15,9.21914613088384,FOS,,,,,,,115324.46+493108.7,6677.0,56385.0,646.0,J11534+4931,4303,0.2,178.351944444444,49.5191194444444
3C057,3C 057,0.6713,Sul,SPM,1368.73015463254,10.0840023469453,1,1531.0,18.18181818181818,5.28084595451543E-15,41.7354180851906,FOS,,,,,,,,,,,J02019-1132,4753,1.25,30.48825,-11.5426388888889
ESO-031--G-008,,0.027619,NED,,266.508764230596,37.2773263050236,1,,,4.9174575222302404E-15,18.5097996221543,HSLA,,,,,,,,,,,,,,46.8979,-72.834
J14544-3747,[HB89] 1451-375,0.314,Sul,C97,-839.797867671753,180.005613021016,1,-777.0,216.9491525423729,1.7134936429046402E-15,6.94688233505123,FOS,,,,,,,,,,,J14544-3747,4869,0.17,223.614207222222,-37.7925402777778
ESO-141-55,,0.037109,NED,,59.3812117613829,51.9449777705396,1,,,7.23250030136542E-14,66.8725408641116,HSLA,,,,,,,,,,,,,,290.309,-58.6703
ESO-499-G-041,,0.012816,NED,,-424.458528022291,17.1238431840097,0,,,1.0160299418638001E-15,11.507007306418,HSLA,,,,,,,,,,,,,,151.481,-23.0568
NGC2841,NGC 2841 UB3,0.5563,Sul,M96,1506.21498825414,16.1510467803451,1,1931.0,29.452054794520546,4.43938374267659E-15,17.0408884715157,FOS,,,,,,,091957.60+510609.6,7290.0,57073.0,366.0,J09199+5106,6338,0.7,139.990008888889,51.1026711111111
ESO462-G09,,0.019277,NED,,-9.68066706248958,53.2551938342259,1,,,2.25279603434153E-15,20.1563002472422,HSLA,,,,,,,,,,,,,,305.465,-31.2897
TONS180,TON S180,0.062,Sul,M03,542.446498180031,17.4203225887372,1,801.0,34.4139650872818,3.11660404244289E-14,18.9157745839719,STIS,,,,,,,,,,,J00573-2222,1131,0.54,14.3341738888889,-22.3823444444444
FBQSJ1010+3003,,0.256429,DR16,,1918.32098510471,2.36723329773457,0,,,,,HSLA,7.6497319545901,0.27312914892227,0.18673204164453,Bentz & Katz 2015,,Spectra 1450A,101000.68+300321.5,10451.0,58141.0,180.0,,,,152.503,30.0561
J22032+3145,[HB89] 2201+315,0.2952,Sul,M03,266.508764230596,15.4854220548899,1,180.0,50.20408163265306,1.18068270115325E-14,13.342888754358,FOS,,,,,,,,,,,J22032+3145,3497,0.81,330.812398611111,31.7606319444444
HS-0033+4300,,0.12,https://arxiv.org/pdf/1506.00635.pdf,,-909.072721170991,89.5655022415172,1,,,1.4103389010877802E-15,10.7052230762185,HSLA,,,,,,,,,,,,,,9.09575,43.2779
IRAS-F04250-5718,,0.104,https://arxiv.org/pdf/1710.10703.pdf,,-78.7812685546023,76.9306051466363,0,,,2.44398782463497E-14,68.0689666063902,HSLA,,,,,,,,,,,,,,66.5032,-57.2003
IRAS-F22456-5125,,0.1,https://arxiv.org/pdf/1710.10703.pdf,,-147.881870046715,74.5460945742296,1,,,1.34919516877147E-14,41.6648891347361,HSLA,,,,,,,,,,,,,,342.172,-51.1648
IRAS-L06229-6434,,0.129,https://arxiv.org/pdf/1710.10703.pdf,,-562.833983013642,91.9258843688828,0,,,8.0070886221097E-15,36.5997695516011,HSLA,,,,,,,,,,,,,,95.782,-64.6058
J084349.75+261910.7,,0.2571,DR16,,-217.001832872948,43.2824287190978,0,,,2.38485077681489E-15,2.9909633779705,HSLA,,,,,,,084349.75+261910.7,11123.0,58429.0,37.0,,,,130.957,26.3197
LBQS1144-0115,LBQS 1144-0115,0.3827,Sul,SDSS,266.508764230596,18.1130288879714,1,40.0,37.49999999999999,2.97252682139711E-16,6.17893754744711,FOS,,,,,,,114718.05-013206.9,329.0,52056.0,458.0,J11473-0132,4753,0.43,176.825250555556,-1.53527888888889
J14190-1310,[HB89] 1416-129,0.1294,Sul,M03,197.485608074964,438.81339322744,1,143.0,370.17543859649123,2.3535055171378603E-15,2.49065890251412,FOS,,,,,,,,,,,J14190-1310,6617,0.1,214.765916666667,-13.1790833333333
J23037-6807,[HB89] 2300-683,0.5158,Sul,M03,-355.280481193698,173.759916912682,0,-142.0,192.06349206349202,1.6329072473781502E-15,10.9747114718704,FOS,,,,,,,,,,,J23037-6807,7625,0.16,345.931363888889,-68.1270719444444
Ark120,ARK 120,0.0323,Sul,M03,59.3812117613829,85.9940514025371,1,236.0,128.70182555780934,3.1086396423341304E-14,12.5376561812492,FOS,8.0680222899781,0.0484926868477,0.063270402603242,Bentz & Katz 2015,-2.15051818016662,Spectra 1450A,,,,,J05161-0008,6455,0.51,79.0474791666667,-0.149902777777778
J10309+3102,FBQS J103059.1+310255,0.178,Sul,SPM,-147.881870046715,90.5823627969333,1,140.0,116.79999999999997,6.8000771918512905E-15,21.2600136847503,FOS,,,,,,,103059.09+310255.7,10460.0,58161.0,61.0,J10309+3102,7800,0.02,157.746190555556,31.0488102777778
PG1404+226,PG 1404+226,0.0973,Sul,M03,1986.9569145778,27.7946145257521,1,1537.0,40.32258064516129,4.7209839181756406E-15,9.07252871881423,FOS,,,,,,,140621.89+222346.5,2784.0,54529.0,10.0,J14063+2223,956,0.93,211.591168888889,22.3962813888889
Fairall9,Fairall 9,0.0461,Sul,M03,-9.68066706248958,150.841753938017,1,-234.0,170.5394190871369,2.91601242880078E-14,20.1647617801527,FOS,8.298946723557,0.078389165280745,0.1158826647363,Bentz & Katz 2015,-2.09513667330508,Spectra 1450A,,,,,J01237-5848,6263,0.43,20.9406180555556,-58.8057355555556
PG0052+251,PG 0052+251,0.1543,Sul,M03,335.512559052064,104.454832820775,1,800.0,131.27962085308056,1.31651693418399E-14,8.93667539192189,FOS,8.462,0.083,0.094,Bentz & Katz 2015,-1.50026448439296,Spectra 1450A,,,,,J00548+2525,5772,0.15,13.7172119444444,25.4274838888889
HS0624+6907,HS 0624+6907,0.3702,Sul,M03,1231.16787567441,30.7711545868193,1,937.0,9.243697478991596,1.1502954977857E-14,12.7109095477527,FOS,,,,,,,,,,,J06300+6905,3660,0.14,97.5104655555555,69.0843988888889
SBS1250+568,SBS 1250+568,0.32,Sul,SDSS,-78.7812685546023,66.2193623353612,1,-20.0,117.24137931034484,1.6402513422429102E-15,17.6801512689453,FOS,,,,,,,125226.35+563419.6,1317.0,52765.0,20.0,J12524+5634,4810,0.01,193.109810833333,56.5721305555555
3C273,3C 273,0.1583,Sul,M03,749.225546634994,14.2261741416733,1,552.0,35.31025025711347,1.22798403986844E-13,18.1469758651104,FOS,8.838866956526,0.077049791852021,0.11301192059864,Bentz & Katz 2015,-0.895971246816401,Spectra 1450A,,,,,J12291+0203,3829,0.3,187.277896388889,2.05240638888889
J15455+4846,[HB89] 1543+489,0.3978,Sul,M03,1918.32098510471,20.228544481994,1,1587.0,40.41095890410959,4.498604744598751E-15,42.5732576549518,FOS,,,,,,,154530.23+484608.9,8429.0,57893.0,896.0,J15455+4846,1638,0.64,236.375999166667,48.769165
B21425+26,[HB89] 1425+267,0.3634,Sul,M03,404.496992539456,114.972509376456,1,563.0,139.74358974358975,2.8063108910144403E-15,5.89201424457181,STIS,,,,,,,142735.60+263214.5,2135.0,53827.0,340.0,J14275+2632,9224,0.08,216.898334444444,26.5374016666667
J13570+1919,[HB89] 1354+195,0.7197,Sul,M03,-78.7812685546023,72.4504494777185,1,-401.0,78.3132530120482,2.70176292785966E-15,10.8288044679567,FOS,,,,,,,135704.43+191907.3,2756.0,54508.0,579.0,J13570+1919,4960,0.06,209.2684875,19.3186997222222
PG1049-005,PG 1049-005,0.3591,Sul,M03,404.496992539456,59.6249334738153,1,453.0,102.08333333333333,4.6995217878318E-15,9.10893402910225,FOS,,,,,,,105151.44-005117.6,276.0,51909.0,251.0,J10518-0051,5610,0.15,162.964335,-0.854926111111111
LBQS0100+0205,LBQS 0100+0205,0.394,Sul,M03,266.508764230596,54.5585660907973,1,427.0,109.30232558139534,1.9608878473793404E-15,10.6799869421437,FOS,,,,,,,010312.99+022109.9,7858.0,57281.0,930.0,J01032+0221,6682,0.2,15.8041169444444,2.35279111111111
